rank_from_top,rank_from_bottom,tag,n_questions,acceptance_rate,acceptance_ci_low,acceptance_ci_high,answer_rate,positive_answer_rate,acceptance_given_answered,acceptance_per_answer,self_accepted_share,closed_in_window_share,duplicate_share,median_days_to_first_answer,answers_per_question,distinct_answerers_per_100_questions,window_capture_ratio,first_tag_share,acceptance_rate_as_first_tag,acceptance_rate_as_later_tag,acceptance_rate_lifetime
432,40,cookies,1544,0.1729,0.1549,0.1926,0.4152,0.1256,0.4165,0.3594,0.2884,0.022,0.0201,0,0.48,41.1,0.9144,0.1205,0.129,0.1789,0.1891
433,52,https,1032,0.1764,0.1543,0.2008,0.4186,0.1531,0.4213,0.3647,0.2582,0.0184,0.0155,0,0.48,44.2,0.91,0.0736,0.1316,0.1799,0.1938
434,53,apple-m1,973,0.1768,0.1541,0.202,0.4985,0.2086,0.3546,0.296,0.4244,0.0298,0.0216,0,0.6,57.0,0.8152,0.0308,0.0667,0.1803,0.2169
435,54,grafana,946,0.1765,0.1536,0.2021,0.4091,0.1681,0.4315,0.3848,0.2156,0.0053,0.0042,0,0.46,25.1,0.8978,0.2949,0.1541,0.1859,0.1966
436,20,nginx,3833,0.1628,0.1514,0.1748,0.4031,0.1372,0.4039,0.3527,0.3349,0.011,0.0086,0,0.46,32.6,0.9096,0.4127,0.1599,0.1648,0.179
437,32,redis,1817,0.1679,0.1514,0.1857,0.4392,0.1893,0.3822,0.3378,0.2361,0.0055,0.005,0,0.5,33.3,0.8764,0.2201,0.175,0.1658,0.1915
438,39,build,1216,0.1694,0.1494,0.1915,0.4416,0.1546,0.3836,0.3219,0.4126,0.0247,0.0189,0,0.53,48.5,0.8766,0.0929,0.1327,0.1732,0.1933
439,48,microservices,892,0.1726,0.1493,0.1988,0.5336,0.2175,0.3235,0.2711,0.1623,0.0179,0.0056,0,0.64,47.2,0.8902,0.1099,0.1735,0.1725,0.1939
440,47,shopify,911,0.1723,0.1492,0.1982,0.5038,0.1471,0.342,0.2985,0.2102,0.0088,0.0066,0,0.58,29.0,0.9075,0.3557,0.1636,0.1772,0.1899
441,18,jenkins,3048,0.1594,0.1469,0.1729,0.4327,0.1457,0.3685,0.3264,0.2531,0.0135,0.0112,0,0.49,25.4,0.9153,0.5525,0.1609,0.1576,0.1742
442,29,electron,1476,0.1646,0.1466,0.1844,0.3726,0.1369,0.4418,0.3913,0.3004,0.0102,0.0095,0,0.42,30.3,0.8836,0.1721,0.1457,0.1686,0.1863
443,37,prometheus,1075,0.1674,0.1463,0.1909,0.4298,0.1721,0.3896,0.3529,0.2,0.0047,0.0028,1,0.47,25.3,0.8738,0.4456,0.1691,0.1661,0.1916
444,38,typeorm,1045,0.1675,0.1461,0.1913,0.4278,0.1321,0.3915,0.3405,0.2343,0.0038,0.0038,0,0.49,35.7,0.8883,0.0804,0.119,0.1717,0.1885
445,16,heroku,2935,0.1584,0.1457,0.1721,0.4262,0.1261,0.3717,0.3207,0.2645,0.0661,0.0617,0,0.49,37.4,0.8874,0.1513,0.1486,0.1602,0.1785
446,26,eclipse,1504,0.1616,0.1438,0.181,0.4009,0.1509,0.403,0.3437,0.284,0.0505,0.0419,0,0.47,34.6,0.9205,0.3617,0.1415,0.1729,0.1755
447,35,file-upload,974,0.1653,0.1433,0.1899,0.4312,0.1407,0.3833,0.3246,0.236,0.0277,0.0267,0,0.51,47.1,0.9306,0.0955,0.043,0.1782,0.1776
448,28,iis,1138,0.1617,0.1414,0.1842,0.4622,0.1195,0.3498,0.3082,0.4674,0.0167,0.0132,1,0.52,32.3,0.902,0.2232,0.1299,0.1708,0.1793
449,30,angularjs,1076,0.1617,0.1409,0.1849,0.4535,0.1543,0.3566,0.291,0.1552,0.0204,0.0158,0,0.56,41.8,0.9405,0.3374,0.1488,0.1683,0.1719
450,24,deployment,1320,0.1591,0.1404,0.1798,0.4591,0.1606,0.3465,0.2917,0.2762,0.0265,0.0205,0,0.55,48.3,0.8898,0.1288,0.1412,0.1617,0.1788
451,9,webpack,3191,0.1523,0.1403,0.1652,0.3767,0.1279,0.4043,0.3542,0.4753,0.0116,0.0097,0,0.43,36.5,0.8869,0.1802,0.1235,0.1586,0.1717
452,23,socket.io,1254,0.1571,0.138,0.1783,0.3772,0.1172,0.4165,0.3703,0.2944,0.0088,0.0064,0,0.42,36.0,0.8914,0.0502,0.127,0.1587,0.1762
453,10,ssl,2277,0.1515,0.1374,0.1668,0.3922,0.137,0.3863,0.345,0.4203,0.0321,0.0255,0,0.44,36.3,0.8938,0.2587,0.1528,0.1511,0.1695
454,22,raspberry-pi,1208,0.1565,0.1371,0.178,0.4114,0.1482,0.3803,0.3304,0.2963,0.0265,0.0174,0,0.47,39.7,0.8915,0.202,0.0943,0.1722,0.1755
455,15,server,1704,0.152,0.1357,0.1698,0.4278,0.1573,0.3553,0.3019,0.1931,0.0317,0.017,0,0.5,46.0,0.9056,0.0992,0.0828,0.1596,0.1678
456,17,google-colaboratory,1295,0.1521,0.1336,0.1727,0.4324,0.1606,0.3518,0.2949,0.1574,0.0154,0.0093,0,0.52,41.9,0.8528,0.1328,0.1105,0.1585,0.1784
457,8,websocket,2251,0.1466,0.1326,0.1618,0.3638,0.1315,0.4029,0.365,0.2909,0.0107,0.0076,0,0.4,34.3,0.8753,0.1097,0.1377,0.1477,0.1675
458,21,tomcat,1020,0.1529,0.1322,0.1763,0.4098,0.149,0.3732,0.3277,0.2756,0.0451,0.0412,0,0.47,33.2,0.9017,0.1657,0.1065,0.1622,0.1696
459,11,audio,1457,0.1482,0.1309,0.1674,0.3905,0.1441,0.3796,0.3234,0.2407,0.0233,0.0185,0,0.46,38.0,0.9231,0.1654,0.1535,0.1472,0.1606
460,14,installation,1111,0.1476,0.128,0.1697,0.4653,0.1575,0.3172,0.2654,0.2805,0.0342,0.0207,0,0.56,50.6,0.9266,0.2313,0.144,0.1487,0.1593
461,19,session,896,0.1496,0.1277,0.1744,0.4174,0.1317,0.3583,0.3109,0.2463,0.0424,0.0391,0,0.48,45.0,0.8816,0.0993,0.0337,0.1623,0.1696
462,12,iframe,1177,0.1461,0.1271,0.1675,0.3866,0.1223,0.378,0.3116,0.2151,0.0204,0.017,0,0.47,36.9,0.9247,0.1113,0.0992,0.152,0.158
463,13,plugins,1009,0.1447,0.1243,0.1678,0.3895,0.109,0.3715,0.3326,0.2192,0.0109,0.0059,0,0.44,37.7,0.8957,0.1447,0.1712,0.1402,0.1615
464,5,google-chrome,2842,0.1351,0.123,0.1482,0.3607,0.1312,0.3746,0.3048,0.2292,0.0426,0.0359,0,0.44,35.8,0.8889,0.2882,0.094,0.1518,0.152
465,7,proxy,1057,0.1353,0.116,0.1572,0.3311,0.1145,0.4086,0.3695,0.3427,0.0114,0.0085,0,0.37,33.6,0.8938,0.1277,0.0815,0.1432,0.1514
466,6,firebase-cloud-messaging,978,0.1329,0.1131,0.1556,0.408,0.1421,0.3258,0.2725,0.3462,0.0307,0.0297,0,0.49,36.9,0.8387,0.0378,0.0541,0.136,0.1585
467,4,sharepoint,1140,0.1254,0.1075,0.1459,0.3746,0.1,0.3349,0.2967,0.1958,0.0053,0.0026,1,0.42,23.2,0.8994,0.4018,0.1245,0.1261,0.1395
468,1,google-chrome-extension,1792,0.1172,0.1031,0.1329,0.2913,0.1038,0.4023,0.359,0.2619,0.144,0.1356,0,0.33,23.0,0.9013,0.2137,0.0836,0.1263,0.13
469,2,browser,1069,0.116,0.0982,0.1366,0.3751,0.1282,0.3092,0.2622,0.1694,0.0327,0.0262,0,0.44,39.7,0.8921,0.1057,0.0708,0.1213,0.13
470,3,webview,896,0.1161,0.0967,0.1387,0.3225,0.0971,0.3599,0.3077,0.3173,0.0067,0.0089,0,0.38,31.6,0.9123,0.0357,0.0938,0.1169,0.1272
